text,category
vomiting nausea fever chills,Digestive
anxiety and nervousness depression depressive or psychotic symptoms smoking problems antisocial behavior,Mental
depressive or psychotic symptoms abusing alcohol seizures antisocial behavior,Mental
vomiting headache nausea cramps and spasms,General
back pain weakness side pain,Respiratory
"abnormal appearing skin skin lesion skin moles allergic reaction skin dryness, peeling, scaliness, or roughness skin irritation",Skin
nasal congestion symptoms of infants ear pain decreased appetite temper problems,General
depression hostile behavior fears and phobias hysterical behavior,Mental
symptoms of the scrotum and testes sharp abdominal pain lower abdominal pain regurgitation ache all over swollen abdomen regurgitation.1,Digestive
shortness of breath hoarse voice sore throat cough nasal congestion coryza pulling at ears,Respiratory
sharp chest pain dizziness abusing alcohol fainting vomiting seizures delusions or hallucinations antisocial behavior,Mental
cough difficulty in swallowing headache fever,Respiratory
skin swelling groin mass skin lesion back mass or lump,Skin
shortness of breath fainting headache diarrhea loss of sensation fever,General
shortness of breath dizziness feeling ill nausea weakness decreased heart rate,General
shortness of breath insomnia mouth dryness weight gain difficulty breathing fatigue sleepiness,Respiratory
sharp abdominal pain nausea diarrhea heartburn melena rectal bleeding,Digestive
sore throat cough nasal congestion vomiting fever coryza flu-like syndrome,Respiratory
dizziness blood in stool fainting sharp abdominal pain nausea diarrhea vomiting blood changes in stool appearance melena rectal bleeding,Digestive
involuntary urination frequent urination impotence bedwetting hesitancy,General
sharp chest pain headache abnormal appearing skin skin lesion pain in eye,Skin
leg pain ankle pain knee weakness ankle weakness,Musculoskeletal
lack of growth eye deviation diminished vision double vision symptoms of eye pain in eye eye moves abnormally irregular appearing scalp,General
hoarse voice cough nasal congestion vomiting fever abnormal breathing sounds pulling at ears,Respiratory
depression insomnia abusing alcohol hostile behavior drug abuse excessive anger delusions or hallucinations temper problems,Mental
sore throat nasal congestion facial pain ear pain fever difficulty breathing painful sinuses nosebleed,Respiratory
shortness of breath nasal congestion fever abnormal breathing sounds pulling at ears,Respiratory
retention of urine suprapubic pain vomiting painful urination lower abdominal pain blood in urine low back pain side pain,General
difficulty speaking cough ear pain fever,Respiratory
cough nasal congestion skin swelling abnormal appearing skin skin lesion mouth ulcer itching of skin skin rash,Skin
depression hostile behavior problems with movement focal weakness slurring words,Mental
leg pain hip pain arm pain low back pain muscle pain,Musculoskeletal
sharp abdominal pain vomiting blood regurgitation peripheral edema upper abdominal pain abdominal distention regurgitation.1,Digestive
skin swelling abnormal appearing skin skin lesion neck mass bones are painful shoulder lump or mass,Skin
depression depressive or psychotic symptoms insomnia abusing alcohol delusions or hallucinations fears and phobias,Mental
dizziness abnormal involuntary movements problems with movement weakness loss of sensation focal weakness paresthesia fatigue,General
depressive or psychotic symptoms insomnia abnormal involuntary movements hostile behavior problems with movement focal weakness disturbance of memory,Mental
vaginal itching vaginal discharge cramps and spasms heavy menstrual flow unpredictable menstruation,General
sharp abdominal pain headache lower abdominal pain vaginal redness recent pregnancy uterine contractions,General
"skin lesion acne or pimples itching of skin skin dryness, peeling, scaliness, or roughness too little hair skin rash",Skin
abnormal appearing skin irregular appearing scalp skin rash,Skin
headache lacrimation itchiness of eye allergic reaction,Respiratory
depression depressive or psychotic symptoms insomnia chest tightness palpitations irregular heartbeat,Mental
headache diminished vision eye burns or stings,General
depressive or psychotic symptoms abnormal involuntary movements drug abuse allergic reaction,Mental
depressive or psychotic symptoms insomnia hostile behavior focal weakness delusions or hallucinations,Mental
sharp chest pain back pain burning abdominal pain heartburn,Digestive
sore throat difficulty speaking nasal congestion throat feels tight difficulty in swallowing ear pain,Respiratory
shortness of breath chest tightness nasal congestion wheezing fever difficulty breathing allergic reaction,Respiratory
foot or toe swelling skin on leg or foot looks infected swollen eye skin on arm or hand looks infected,Skin
dizziness hoarse voice muscle pain disturbance of memory,General
"abnormal appearing skin skin lesion acne or pimples irregular appearing scalp itching of skin skin dryness, peeling, scaliness, or roughness",Skin
lower abdominal pain intermenstrual bleeding pain during pregnancy pelvic pain burning abdominal pain problems during pregnancy spotting or bleeding during pregnancy cramps and spasms uterine contractions,General
shortness of breath sharp chest pain dizziness fainting weakness increased heart rate,General
sharp chest pain nausea diarrhea vomiting blood burning abdominal pain regurgitation.1,Digestive
leg pain sharp abdominal pain headache nausea lower abdominal pain neck pain low back pain,Musculoskeletal
sharp chest pain drug abuse shoulder pain hurts to breath,Respiratory
sharp chest pain vomiting nausea diarrhea,Digestive
abnormal appearing skin skin lesion skin growth irregular appearing scalp skin moles itching of skin,Skin
headache facial pain sinus congestion nosebleed,Respiratory
anxiety and nervousness restlessness excessive anger delusions or hallucinations fears and phobias nightmares,Mental
skin swelling abnormal appearing skin acne or pimples itching of skin skin irritation,Skin
drug abuse intermenstrual bleeding pain during pregnancy excessive anger problems during pregnancy delusions or hallucinations,Mental
anxiety and nervousness depression depressive or psychotic symptoms sharp chest pain abnormal involuntary movements vomiting,Mental
insomnia slurring words disturbance of memory,Mental
leg pain hip pain headache back pain,Musculoskeletal
problems with movement focal weakness delusions or hallucinations,Mental
nasal congestion diarrhea fever temper problems pulling at ears skin rash diaper rash,Skin
"skin swelling lip swelling abnormal appearing skin skin lesion irregular appearing scalp skin dryness, peeling, scaliness, or roughness",Skin
neck pain knee pain foot or toe pain shoulder pain,Musculoskeletal
sore throat cough ear pain ache all over,Respiratory
cough nasal congestion difficulty in swallowing headache decreased appetite chills,Respiratory
shortness of breath nasal congestion irritable infant wheezing fever difficulty breathing pulling at ears,Respiratory
shortness of breath cough nasal congestion wheezing fever sleepiness,Respiratory
ankle pain knee swelling knee stiffness or tightness foot or toe swelling irregular appearing nails ankle swelling,Musculoskeletal
shortness of breath sharp chest pain chest tightness sore throat cough nasal congestion wheezing fever congestion in chest,Respiratory
shortness of breath difficulty in swallowing mouth dryness weight gain difficulty breathing sleepiness apnea,Respiratory
difficulty speaking temper problems obsessions and compulsions antisocial behavior,Mental
sharp abdominal pain headache nausea vomiting blood,Digestive
depressive or psychotic symptoms difficulty speaking abusing alcohol hostile behavior excessive anger delusions or hallucinations,Mental
dizziness difficulty speaking headache double vision neck pain disturbance of memory rib pain,General
nasal congestion irritable infant vomiting fever sinus congestion,Respiratory
difficulty speaking leg pain bones are painful leg cramps or spasms,Musculoskeletal
hand or finger pain wrist pain wrist swelling neck pain elbow pain arm weakness,Musculoskeletal
blood in stool jaundice sharp abdominal pain nausea side pain,Digestive
sore throat facial pain ear pain frontal headache coughing up sputum coryza sinus congestion painful sinuses,Respiratory
retention of urine suprapubic pain sharp abdominal pain frequent urination lower abdominal pain blood in urine,General
hip pain neck pain joint pain,Musculoskeletal
sore throat cough throat swelling difficulty in swallowing vomiting infant spitting up,Respiratory
wrist pain wrist swelling peripheral edema knee pain elbow swelling,Musculoskeletal
symptoms of the scrotum and testes neck pain low back pain bones are painful lower body pain rib pain,Musculoskeletal
leg pain hip pain arm pain back pain neck pain loss of sensation paresthesia lower body pain joint pain,Musculoskeletal
leg pain arm stiffness or tightness arm swelling leg swelling shoulder stiffness or tightness,Musculoskeletal
nausea facial pain neck pain disturbance of memory rib pain,General
depressive or psychotic symptoms difficulty speaking seizures constipation long menstrual periods antisocial behavior,Mental
sharp chest pain abusing alcohol vomiting nausea diarrhea side pain lower body pain upper abdominal pain,Digestive
skin swelling skin lesion skin growth irregular appearing scalp joint pain,Skin
sharp chest pain difficulty in swallowing vomiting problems with movement heartburn regurgitation.1,Digestive
depression depressive or psychotic symptoms insomnia abusing alcohol excessive anger fears and phobias,Mental
hostile behavior drug abuse excessive anger delusions or hallucinations,Mental
lip swelling skin lesion skin growth irregular appearing scalp skin moles,Skin
depression difficulty speaking excessive anger delusions or hallucinations temper problems,Mental
abnormal appearing skin skin lesion itchy scalp too little hair,Skin
wrist pain knee swelling joint pain,Musculoskeletal
sharp chest pain sore throat nausea heartburn,Digestive
shortness of breath hoarse voice fever sneezing,Respiratory
anxiety and nervousness depression dizziness sharp abdominal pain,Mental
hip pain low back pain pelvic pain knee pain problems with movement ache all over lower body pain groin pain hip stiffness or tightness,Musculoskeletal
arm stiffness or tightness neck swelling bones are painful shoulder pain shoulder swelling,Musculoskeletal
shortness of breath jaundice nausea peripheral edema heartburn weakness side pain,Digestive
skin lesion peripheral edema leg swelling fluid retention itching of skin,Skin
anxiety and nervousness depression hostile behavior delusions or hallucinations fears and phobias nightmares,Mental
shortness of breath leg pain difficulty breathing hemoptysis sweating,Respiratory
sore throat cough nasal congestion ear pain ache all over chills skin rash,Respiratory
retention of urine blood in stool sharp abdominal pain vomiting burning abdominal pain constipation,Digestive
acne or pimples irregular appearing scalp skin rash,Skin
sharp chest pain leg pain sharp abdominal pain vomiting headache lower abdominal pain back pain neck pain,Musculoskeletal
shortness of breath peripheral edema heartburn weakness side pain upper abdominal pain unusual color or odor to urine,Digestive
shortness of breath sharp chest pain dizziness palpitations irregular heartbeat involuntary urination weakness,General
cough vomiting headache wheezing ear pain fever chills,Respiratory
leg pain foot or toe pain ankle pain knee stiffness or tightness leg swelling foot or toe swelling,Musculoskeletal
skin swelling hand or finger swelling peripheral edema leg swelling,Skin
fainting feeling ill headache,General
"skin swelling lip swelling abnormal appearing skin skin lesion irregular appearing scalp skin dryness, peeling, scaliness, or roughness skin irritation",Skin
depressive or psychotic symptoms insomnia low self-esteem hysterical behavior,Mental
blood in stool pain of the anus heartburn changes in stool appearance rectal bleeding constipation,Digestive
headache hand or finger pain arm pain neck pain elbow pain loss of sensation paresthesia,Musculoskeletal
abnormal involuntary movements throat swelling headache neck cramps or spasms,Musculoskeletal
sharp chest pain sore throat cough nasal congestion vomiting fever difficulty breathing,Respiratory
anxiety and nervousness drug abuse problems during pregnancy,Mental
sharp abdominal pain headache,Digestive
"abnormal appearing skin skin moles itching of skin skin dryness, peeling, scaliness, or roughness skin irritation warts",Skin
sharp chest pain chest tightness cough leg pain weakness hemoptysis,Respiratory
sharp abdominal pain vomiting diarrhea lower abdominal pain decreased appetite upper abdominal pain,Digestive
depression difficulty speaking hostile behavior eye burns or stings delusions or hallucinations,Mental
anxiety and nervousness flatulence nausea diarrhea lower abdominal pain upper abdominal pain,Digestive
depressive or psychotic symptoms hip pain fever,General
wrist pain arm pain neck pain low back pain,Musculoskeletal
depression depressive or psychotic symptoms drug abuse temper problems,Mental
"skin lesion acne or pimples skin moles skin dryness, peeling, scaliness, or roughness skin irritation warts",Skin
depressive or psychotic symptoms sharp chest pain fainting vomiting delusions or hallucinations antisocial behavior,Mental
retention of urine suprapubic pain sharp abdominal pain painful urination involuntary urination lower abdominal pain,General
shortness of breath depressive or psychotic symptoms sharp chest pain chest tightness cough difficulty breathing,Respiratory
hip pain arm stiffness or tightness arm swelling knee pain elbow pain leg swelling,Musculoskeletal
sharp chest pain cough drug abuse hurts to breath,Mental
shortness of breath sharp chest pain dizziness chest tightness palpitations throat feels tight increased heart rate,Musculoskeletal
leg pain hand or finger pain foot or toe pain knee swelling hand or finger lump or mass wrist lump or mass,Musculoskeletal
hand or finger pain wrist pain neck pain shoulder pain,Musculoskeletal
shortness of breath sharp chest pain chest tightness nasal congestion leg swelling,Respiratory
sharp chest pain chest tightness sore throat nasal congestion coughing up sputum coryza congestion in chest,Respiratory
anxiety and nervousness depression abusing alcohol restlessness excessive anger temper problems,Mental
shortness of breath depressive or psychotic symptoms sharp chest pain chest tightness fever chills,Respiratory
"skin swelling abnormal appearing skin skin moles symptoms of the face skin dryness, peeling, scaliness, or roughness",Skin
abusing alcohol headache lip swelling facial pain pain in eye peripheral edema swollen eye redness in or around nose,Musculoskeletal
vomiting ear pain ache all over chills,Respiratory
shortness of breath sharp chest pain cough leg pain leg swelling weakness side pain sweating,Respiratory
sharp chest pain leg pain hip pain ache all over,Musculoskeletal
sore throat cough facial pain,General
anxiety and nervousness depression sharp chest pain insomnia irregular heartbeat headache,Mental
depression shortness of breath depressive or psychotic symptoms insomnia fears and phobias,Mental
hand or finger pain hand or finger swelling arm pain wrist swelling loss of sensation joint pain,Musculoskeletal
shortness of breath diarrhea weakness side pain upper abdominal pain,Digestive
insomnia mouth ulcer swollen lymph nodes,Respiratory
hip pain arm pain back pain low back pain arm weakness,Musculoskeletal
nasal congestion facial pain difficulty breathing allergic reaction nosebleed,Respiratory
dizziness headache arm pain back pain neck stiffness or tightness disturbance of memory,Musculoskeletal
headache arm pain back pain neck pain elbow pain loss of sensation paresthesia hand or finger weakness,Musculoskeletal
anxiety and nervousness depression depressive or psychotic symptoms abusing alcohol excessive appetite,Mental
sore throat cough nasal congestion difficulty in swallowing headache ear pain fever chills,Respiratory
sharp chest pain sharp abdominal pain nausea back pain side pain upper abdominal pain stomach bloating,Digestive
"abnormal appearing skin skin lesion acne or pimples irregular appearing scalp symptoms of the face skin dryness, peeling, scaliness, or roughness skin rash dry or flaky scalp",Skin
shortness of breath sharp chest pain chest tightness sore throat cough wheezing fever coughing up sputum coryza,Respiratory
blood in stool intermenstrual bleeding weight gain weakness fatigue rectal bleeding heavy menstrual flow,General
sharp chest pain dizziness chest tightness palpitations fainting weight gain,General
nasal congestion mouth ulcer itching of skin skin rash sore in nose,Skin
diminished vision pain in eye foreign body sensation in eye eye redness bleeding from eye,General
chest tightness cough nasal congestion wheezing coughing up sputum coryza,Respiratory
chest tightness cough leg swelling weakness fluid retention hurts to breath,General
white discharge from eye diminished vision pain in eye foreign body sensation in eye eyelid swelling,General
groin mass skin growth,Skin
sharp chest pain vomiting burning abdominal pain lower body pain upper abdominal pain stomach bloating symptoms of the kidneys,Digestive
nasal congestion blood in stool irritable infant diarrhea fever pulling at ears,Skin
blood in stool sharp abdominal pain pain of the anus burning abdominal pain heartburn rectal bleeding itching of the anus,Digestive
shortness of breath sharp abdominal pain weakness side pain difficulty breathing,Respiratory
leg pain arm stiffness or tightness knee pain leg swelling shoulder stiffness or tightness,Musculoskeletal
hand or finger pain hand or finger swelling wrist swelling hand or finger stiffness or tightness neck pain elbow pain paresthesia arm weakness,Musculoskeletal
shortness of breath wheezing fever coughing up sputum coryza,Respiratory
sore throat headache facial pain fever difficulty breathing coryza sinus congestion painful sinuses nosebleed,Respiratory
abnormal appearing skin skin lesion acne or pimples skin moles itching of skin skin irritation,Skin
anxiety and nervousness depression depressive or psychotic symptoms abusing alcohol,Mental
skin swelling lip swelling abnormal appearing skin irregular appearing scalp skin irritation,Skin
depressive or psychotic symptoms abnormal involuntary movements fainting decreased appetite sleepiness sweating,General
leg pain abnormal appearing skin skin lesion leg cramps or spasms lymphedema skin on leg or foot looks infected fluid retention burning chest pain,General
neck swelling shoulder pain shoulder swelling,Musculoskeletal
lack of growth abusing alcohol hostile behavior,Mental
sharp abdominal pain intermenstrual bleeding cramps and spasms groin pain,General
dizziness abnormal involuntary movements headache weakness focal weakness disturbance of memory fatigue,General
sore throat nasal congestion vomiting fever difficulty breathing chills coryza,Respiratory
anxiety and nervousness depressive or psychotic symptoms abusing alcohol hostile behavior delusions or hallucinations temper problems,Mental
shortness of breath sharp chest pain chest tightness sore throat cough nasal congestion wheezing fever coughing up sputum coryza,Respiratory
blood in stool sharp abdominal pain burning abdominal pain heartburn rectal bleeding constipation,Digestive
shortness of breath sharp chest pain chest tightness cough nasal congestion fever coughing up sputum allergic reaction,Respiratory
hip pain arm pain back pain neck pain knee pain paresthesia shoulder pain ache all over,Musculoskeletal
abnormal appearing skin skin irritation itchy scalp,Skin
leg pain hand or finger pain arm pain neck pain low back pain loss of sensation paresthesia,Musculoskeletal
vomiting nausea lower abdominal pain swollen lymph nodes rectal bleeding,Digestive
depressive or psychotic symptoms hostile behavior excessive anger seizures hysterical behavior,Mental
cough nasal congestion headache ear pain difficulty breathing sinus congestion nosebleed,Respiratory
sharp abdominal pain intermenstrual bleeding pelvic pain cramps and spasms unpredictable menstruation infertility,General
sharp chest pain cough facial pain,Respiratory
anxiety and nervousness depression insomnia smoking problems excessive anger obsessions and compulsions,Mental
skin lesion irregular appearing scalp skin moles joint pain itching of skin skin rash,Skin
blood in stool pain of the anus burning abdominal pain heartburn cramps and spasms rectal bleeding,Digestive
nasal congestion pain in eye eye redness lacrimation fever swollen eye,General
cough nasal congestion skin swelling fever itching of skin skin rash,Skin
skin swelling abnormal appearing skin fever skin rash,Skin
depression lack of growth seizures temper problems,Mental
sore throat cough nasal congestion vomiting wheezing fever difficulty breathing coryza,Respiratory
ankle pain bones are painful problems with movement muscle pain,Musculoskeletal
abnormal appearing skin skin lesion symptoms of eye skin moles lymphedema,Skin
sharp abdominal pain nausea,Digestive
headache abnormal appearing skin skin lesion facial pain back pain itching of skin,Skin
"abnormal appearing skin skin growth irregular appearing scalp symptoms of the face itching of skin skin dryness, peeling, scaliness, or roughness too little hair skin rash",Skin
hand or finger pain wrist pain knee pain foot or toe pain ankle pain ankle swelling,Musculoskeletal
shortness of breath hip pain back pain bones are painful side pain ache all over hurts to breath,Musculoskeletal
sharp chest pain sharp abdominal pain hand or finger swelling peripheral edema fluid retention,General
flatulence diarrhea,Digestive
dizziness abnormal involuntary movements problems with movement weakness focal weakness fatigue,General
chest tightness nasal congestion wheezing difficulty breathing coughing up sputum,Respiratory
pain in testicles involuntary urination frequent urination impotence symptoms of prostate excessive urination at night hesitancy,General
hand or finger pain wrist pain arm pain wrist swelling loss of sensation joint pain elbow swelling,Musculoskeletal
sharp abdominal pain nausea regurgitation regurgitation.1,Digestive
abnormal involuntary movements headache diminished vision symptoms of eye peripheral edema loss of sensation focal weakness,General
retention of urine painful urination lower abdominal pain back pain symptoms of bladder,General
abnormal appearing skin skin lesion skin growth itching of skin skin irritation,Skin
nasal congestion decreased appetite fever difficulty breathing coryza,Respiratory
skin lesion skin growth irregular appearing scalp skin moles itching of skin,Skin
hip pain arm pain back pain ache all over,Musculoskeletal
acne or pimples irregular appearing scalp itching of skin,Skin
blood in stool nausea heartburn,Digestive
shortness of breath chest tightness sore throat cough vomiting wheezing difficulty breathing,Respiratory
anxiety and nervousness depressive or psychotic symptoms insomnia excessive appetite excessive anger temper problems,Mental
sharp chest pain abnormal appearing skin pain in eye back pain,Skin
sharp chest pain cough nasal congestion weakness decreased heart rate,Respiratory
anxiety and nervousness depressive or psychotic symptoms insomnia abusing alcohol delusions or hallucinations temper problems fears and phobias,Mental
vomiting nausea skin growth ache all over,Digestive
hip pain knee pain knee weakness,Musculoskeletal
hand or finger pain abnormal appearing skin skin lesion foot or toe pain leg swelling foot or toe swelling,Skin
sharp chest pain coughing up sputum coryza allergic reaction,Respiratory
cough nasal congestion fever pulling at ears,Respiratory
depressive or psychotic symptoms dizziness abnormal involuntary movements abusing alcohol seizures antisocial behavior,Mental
chest tightness sore throat nasal congestion wheezing fever coryza congestion in chest,Respiratory
"arm pain arm stiffness or tightness bones are painful shoulder pain shoulder stiffness or tightness muscle cramps, contractures, or spasms",Musculoskeletal
insomnia headache disturbance of memory fatigue sleepiness,Mental
diminished vision abnormal movement of eyelid foreign body sensation in eye spots or clouds in vision lacrimation,General
anxiety and nervousness drug abuse excessive anger delusions or hallucinations temper problems low self-esteem,Mental
knee pain ache all over,Musculoskeletal
anxiety and nervousness depression insomnia abusing alcohol excessive anger temper problems,Mental
skin swelling lip swelling mouth ulcer lip sore,Skin
sharp abdominal pain burning abdominal pain upper abdominal pain chills constipation,Digestive
hand or finger stiffness or tightness back pain low back pain bones are painful,Musculoskeletal
anxiety and nervousness depression hostile behavior drug abuse smoking problems delusions or hallucinations obsessions and compulsions,Mental
vaginal itching painful urination involuntary urination blood in urine excessive urination at night symptoms of bladder,General
shortness of breath vomiting hand or finger swelling peripheral edema,General
diminished vision symptoms of eye pain in eye spots or clouds in vision eye redness lacrimation itchiness of eye eye burns or stings swollen eye,General
shortness of breath weakness coryza,Respiratory
shortness of breath sharp chest pain palpitations fainting sleepiness,General
sore throat nasal congestion wheezing fever coughing up sputum,Respiratory
lump in throat vomiting blood recent weight loss,Digestive
arm pain arm stiffness or tightness arm swelling knee pain elbow pain knee swelling shoulder pain elbow swelling,Musculoskeletal
nasal congestion diminished hearing lump in throat redness in ear swollen or red tonsils,Respiratory
dizziness vomiting delusions or hallucinations,Mental
anxiety and nervousness depression insomnia hostile behavior delusions or hallucinations temper problems,Mental
anxiety and nervousness depressive or psychotic symptoms fears and phobias,Mental
sharp abdominal pain painful urination frequent urination vaginal discharge,General
skin swelling irregular appearing scalp skin moles,Skin
sharp chest pain leg pain sharp abdominal pain vomiting headache lower abdominal pain back pain neck pain low back pain,Musculoskeletal
cough nasal congestion symptoms of infants decreased appetite fever,General
hand or finger pain back pain neck pain low back pain foot or toe pain problems with movement loss of sensation paresthesia ache all over,Musculoskeletal
depressive or psychotic symptoms lack of growth abusing alcohol,Mental
sharp abdominal pain vomiting nausea burning abdominal pain side pain lower body pain stomach bloating,Digestive
cough nasal congestion blood in stool diarrhea fever temper problems skin rash,Skin
sharp chest pain sharp abdominal pain vomiting vomiting blood upper abdominal pain changes in stool appearance,Digestive
"skin swelling abnormal appearing skin skin growth skin moles itching of skin skin dryness, peeling, scaliness, or roughness",Skin
chest tightness leg pain leg swelling weakness hemoptysis sweating,Respiratory
sharp chest pain leg pain hip pain headache back pain neck pain low back pain,Musculoskeletal
dizziness peripheral edema allergic reaction,Skin
sore throat cough skin swelling sharp abdominal pain neck pain neck mass ear pain fever,General
shortness of breath cough irritable infant decreased appetite fever coryza,Respiratory
shortness of breath sharp chest pain retention of urine nausea peripheral edema symptoms of the kidneys,General
lip swelling abnormal appearing skin skin growth irregular appearing scalp skin moles warts,Skin
anxiety and nervousness fears and phobias,Mental
throat swelling headache arm pain neck pain,Musculoskeletal
shortness of breath sharp chest pain palpitations apnea,Respiratory
anxiety and nervousness depression insomnia excessive anger temper problems fears and phobias low self-esteem hysterical behavior,Mental
vaginal itching abnormal appearing skin allergic reaction fluid retention,Skin
sharp abdominal pain pain of the anus,Digestive
shortness of breath vomiting intermenstrual bleeding back pain,Digestive
blood in stool flatulence sharp abdominal pain diarrhea pain of the anus heartburn,Digestive
shortness of breath sharp chest pain chest tightness weakness fever,Respiratory
back pain neck pain side pain lower body pain back cramps or spasms,Musculoskeletal
skin swelling lip swelling skin lesion skin growth skin moles itching of skin,Skin
wrist pain hand or finger swelling wrist swelling hand or finger stiffness or tightness elbow pain loss of sensation arm weakness,Musculoskeletal
sore throat headache nausea diarrhea chills coryza,Respiratory
pain of the anus burning abdominal pain cramps and spasms melena constipation itching of the anus,Digestive
blood in stool vomiting headache burning abdominal pain decreased appetite chills flu-like syndrome,Digestive
vomiting headache ear pain plugged feeling in ear loss of sensation,General
difficulty in swallowing vomiting headache ear pain decreased appetite ache all over,Respiratory
blood in stool sharp abdominal pain nausea burning abdominal pain fever upper abdominal pain constipation,Digestive
skin swelling leg pain hand or finger swelling skin lesion peripheral edema foot or toe pain,Skin
difficulty speaking hand or finger pain hand or finger swelling hand or finger stiffness or tightness,Musculoskeletal
jaundice nausea arm swelling ache all over,Digestive
"skin swelling abnormal appearing skin skin lesion skin dryness, peeling, scaliness, or roughness skin rash",Skin
nausea back pain burning abdominal pain lower body pain,Digestive
sharp chest pain abusing alcohol hostile behavior drug abuse fears and phobias,Mental
skin swelling skin lesion skin growth irregular appearing scalp skin moles symptoms of the face skin irritation skin rash,Skin
arm pain back pain low back pain,Musculoskeletal
depression insomnia restlessness delusions or hallucinations nightmares,Mental
abnormal involuntary movements diminished vision symptoms of eye peripheral edema weakness loss of sensation focal weakness symptoms of the face,General
diminished vision double vision symptoms of eye pain in eye spots or clouds in vision itchiness of eye blindness,General
leg pain hip pain back pain low back pain loss of sensation shoulder pain ache all over,Musculoskeletal
nasal congestion abnormal appearing skin,General
shortness of breath insomnia sleepiness,Respiratory
sharp chest pain fever,Respiratory
shortness of breath palpitations abusing alcohol hostile behavior feeling ill,Mental
frequent urination abnormal appearing skin skin rash,Skin
leg pain hip pain sharp abdominal pain pelvic pain,Musculoskeletal
involuntary urination blood in urine impotence,General
sore throat cough nasal congestion fever chills coryza flu-like syndrome,Respiratory
headache facial pain peripheral edema jaw swelling gum pain bleeding gums,General
leg pain hip pain arm pain back pain burning abdominal pain knee pain,General
leg pain low back pain paresthesia lower body pain,Musculoskeletal
sharp chest pain fainting nausea diarrhea regurgitation burning abdominal pain regurgitation.1,Digestive
shortness of breath cough nasal congestion wheezing decreased appetite difficulty breathing,Respiratory
insomnia hostile behavior drug abuse feeling ill delusions or hallucinations,Mental
anxiety and nervousness shortness of breath depressive or psychotic symptoms palpitations abusing alcohol hostile behavior drug abuse,Mental
shortness of breath blood in stool jaundice nausea diarrhea heartburn weakness side pain,Digestive
skin lesion acne or pimples irregular appearing scalp itching of skin itchy scalp too little hair,Skin
nasal congestion wheezing fever difficulty breathing coughing up sputum coryza,Respiratory
shortness of breath sharp chest pain chest tightness sore throat nasal congestion wheezing fever coughing up sputum coryza congestion in chest,Respiratory
hand or finger pain wrist swelling ache all over elbow swelling joint swelling,Musculoskeletal
abnormal appearing skin problems during pregnancy allergic reaction,Skin
cough flatulence sharp abdominal pain vomiting,Digestive
lip swelling abnormal appearing skin fluid retention itching of skin,Skin
abnormal involuntary movements difficulty speaking problems with movement slurring words,General
hoarse voice nasal congestion wheezing coryza abnormal breathing sounds,Respiratory
sharp chest pain symptoms of the scrotum and testes headache back pain low back pain shoulder pain rib pain,Musculoskeletal
sore throat cough nasal congestion ear pain fever sinus congestion painful sinuses,Respiratory
shortness of breath depressive or psychotic symptoms chest tightness wheezing chills,Respiratory
depression difficulty speaking delusions or hallucinations temper problems,Mental
hand or finger swelling wrist swelling knee pain ankle swelling,Musculoskeletal
hip pain paresthesia shoulder pain leg weakness,Musculoskeletal
nasal congestion blood in stool vomiting temper problems pulling at ears skin rash,Skin
skin swelling abnormal appearing skin skin lesion skin growth irregular appearing scalp symptoms of the face itching of skin skin irritation skin rash,Skin
dizziness headache facial pain ear pain allergic reaction,General
anxiety and nervousness depression depressive or psychotic symptoms lack of growth fainting hostile behavior excessive anger antisocial behavior,Mental
skin growth irregular appearing scalp joint pain itching of skin itchy scalp skin rash,Skin
shortness of breath sharp chest pain groin mass fainting peripheral edema difficulty breathing,General
leg pain hip pain headache problems with movement,Musculoskeletal
dizziness weakness leg stiffness or tightness stiffness all over,General
shortness of breath depressive or psychotic symptoms sharp chest pain palpitations irregular heartbeat,Mental
diminished vision double vision pain in eye blindness,General
headache fever congestion in chest,Respiratory
abnormal appearing skin skin lesion irregular appearing scalp skin moles symptoms of the face itching of skin skin irritation skin rash,Skin
abnormal appearing skin skin lesion skin rash,Skin
depressive or psychotic symptoms abnormal involuntary movements headache slurring words,General
sharp abdominal pain diarrhea pain of the anus upper abdominal pain rectal bleeding,Digestive
groin mass swelling of scrotum pain in testicles sharp abdominal pain lower abdominal pain swollen abdomen groin pain,Digestive
vomiting nausea lower abdominal pain upper abdominal pain melena rectal bleeding,Digestive
anxiety and nervousness drug abuse vomiting blood,Mental
depression depressive or psychotic symptoms sharp chest pain dizziness abnormal involuntary movements headache fatigue,Mental
cough skin swelling allergic reaction itching of skin skin rash,Skin
anxiety and nervousness insomnia excessive anger delusions or hallucinations temper problems,Mental
abnormal appearing skin acne or pimples skin growth irregular appearing scalp itching of skin skin irritation skin rash,Skin
shortness of breath sharp chest pain bones are painful shoulder pain back mass or lump,Musculoskeletal
depressive or psychotic symptoms abnormal involuntary movements abusing alcohol vomiting seizures antisocial behavior,Mental
sharp chest pain sore throat nasal congestion wheezing coryza congestion in chest,Respiratory
shortness of breath depressive or psychotic symptoms sharp chest pain abnormal involuntary movements fatigue,Mental
nasal congestion throat feels tight,Respiratory
cough skin swelling decreased appetite fever skin rash,Skin
cough nasal congestion difficulty in swallowing vomiting headache decreased appetite fever skin rash,Respiratory
hand or finger stiffness or tightness elbow pain problems with movement shoulder weakness,Musculoskeletal
leg pain hand or finger pain wrist pain low back pain ankle pain,Musculoskeletal
